news_id,company_id,tarih,kaynak,baslik,sentiment
N01594,F00227,2024-12-07,Ekonomim,"Bereket Enerji Ltd. Şti., 2024 yılında Enerji sektöründe 146 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01595,F00986,2026-05-15,Dünya Gazetesi,"Bumerang Turizm A.Ş., 2026 yılı genel kurul toplantısını Mersin'de gerçekleştirdi.",notr
N01596,F00986,2026-03-28,Sözcü,"Bumerang Turizm A.Ş., Mersin'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01597,F00852,2022-11-10,Ekonomim,"Ege Kimya Ltd. Şti., sektör raporlarında Turizm ve Konaklama alanındaki oyunculardan biri olarak yer aldı.",notr
N01598,F00852,2023-08-17,Sözcü,"Ege Kimya Ltd. Şti., 2023 yılı genel kurul toplantısını İzmir'de gerçekleştirdi.",notr
N01599,F00852,2026-05-05,Dünya Gazetesi,"Ege Kimya Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01600,F00104,2024-10-15,Ekonomim,"Toprak Teknoloji A.Ş., 2024 yılı genel kurul toplantısını İstanbul'de gerçekleştirdi.",notr
N01601,F00422,2025-02-12,Bloomberg HT,"Cevher Enerji A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01602,F00422,2026-05-30,Sözcü,"Cevher Enerji A.Ş., 2026 yılı genel kurul toplantısını İstanbul'de gerçekleştirdi.",notr
N01603,F00422,2025-06-29,Bloomberg HT,"Cevher Enerji A.Ş. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01604,F00420,2026-04-13,Hürriyet Ekonomi,"Rüzgar Yazılım A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01605,F00625,2023-11-11,Hürriyet Ekonomi,"Yörünge Lojistik Ltd. Şti., 2023 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01606,F00625,2024-08-28,Dünya Gazetesi,Yörünge Lojistik Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01607,F00625,2026-01-10,Hürriyet Ekonomi,"Yörünge Lojistik Ltd. Şti., 2026 yılı genel kurul toplantısını İstanbul'de gerçekleştirdi.",notr
N01608,F00587,2024-03-03,Hürriyet Ekonomi,"Toprak Yapı Ltd. Şti., 2024 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N01609,F01061,2022-04-22,Ekonomim,"Anka Danışmanlık A.Ş., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01610,F01061,2022-04-15,Dünya Gazetesi,"Anka Danışmanlık A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01611,F00920,2026-03-07,Sözcü,Kervan Makine Ltd. Şti. hakkında İzmir Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01612,F00920,2023-08-12,Sözcü,"Kervan Makine Ltd. Şti., İzmir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01613,F00673,2023-12-26,Sözcü,"Vadi İnşaat A.Ş., 2023 yılında Tekstil sektöründe 278 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01614,F00673,2022-09-13,Hürriyet Ekonomi,"Vadi İnşaat A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01615,F00673,2026-01-05,Ekonomim,Vadi İnşaat A.Ş. hakkında Eskişehir Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01616,F00120,2022-10-15,Hürriyet Ekonomi,"Bereket Lojistik A.Ş. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01617,F00054,2025-10-26,Bloomberg HT,"Doğuş Gıda Ltd. Şti., 2025 yılı genel kurul toplantısını Mersin'de gerçekleştirdi.",notr
N01618,F00054,2026-03-10,Ekonomim,"Doğuş Gıda Ltd. Şti. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01619,F00152,2026-01-13,Sözcü,Mavera Ticaret A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01620,F00152,2022-02-10,Ekonomim,"Mavera Ticaret A.Ş., 2022 yılı genel kurul toplantısını Konya'de gerçekleştirdi.",notr
N01621,F00404,2024-06-30,Sözcü,"Nokta İnşaat A.Ş., sektör raporlarında Bilişim ve Yazılım alanındaki oyunculardan biri olarak yer aldı.",notr
N01622,F00404,2023-03-04,Sözcü,"Nokta İnşaat A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01623,F01189,2025-03-17,Dünya Gazetesi,"Doruk Yazılım A.Ş., 2025 yılı genel kurul toplantısını Gaziantep'de gerçekleştirdi.",notr
N01624,F01189,2025-08-19,Sözcü,"Doruk Yazılım A.Ş., 2025 yılı genel kurul toplantısını Gaziantep'de gerçekleştirdi.",notr
N01625,F00208,2022-09-17,Bloomberg HT,"Cevher Danışmanlık A.Ş., Konya'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01626,F00208,2026-01-16,Hürriyet Ekonomi,"Cevher Danışmanlık A.Ş., sektör raporlarında Sağlık alanındaki oyunculardan biri olarak yer aldı.",notr
N01627,F01135,2023-09-07,Sözcü,"Çınar İnşaat Ltd. Şti., Adana'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01628,F00659,2023-06-26,Bloomberg HT,"Yörünge Danışmanlık A.Ş., 2023 yılında Sağlık sektöründe 207 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01629,F01097,2022-11-13,Ekonomim,"Bahar Tekstil A.Ş., sektör raporlarında Tarım alanındaki oyunculardan biri olarak yer aldı.",notr
N01630,F00233,2026-03-26,Bloomberg HT,"Kervan Danışmanlık A.Ş., sektör raporlarında Turizm ve Konaklama alanındaki oyunculardan biri olarak yer aldı.",notr
N01631,F00233,2023-09-26,Ekonomim,"Kervan Danışmanlık A.Ş., 2023 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01632,F00009,2023-08-30,Ekonomim,"Berrak Gıda A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01633,F00160,2023-07-05,Dünya Gazetesi,"Aydın Yazılım Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01634,F00037,2022-02-14,Ekonomim,"Mavera Sistem Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01635,F00037,2023-09-21,Bloomberg HT,"Mavera Sistem Ltd. Şti. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01636,F00037,2023-06-24,Dünya Gazetesi,"Mavera Sistem Ltd. Şti., 2023 yılında Eğitim sektöründe 459 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01637,F00453,2022-03-09,Dünya Gazetesi,"Deniz Holding A.Ş. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01638,F00453,2022-02-10,Sözcü,"Deniz Holding A.Ş., 2022 yılında Enerji sektöründe 188 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01639,F00652,2024-05-17,Ekonomim,"Umut Tarım Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01640,F00652,2026-08-06,Sözcü,"Umut Tarım Ltd. Şti., 2026 yılında Otomotiv sektöründe 86 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01641,F00254,2025-05-12,Hürriyet Ekonomi,"Mavera Ticaret A.Ş. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01642,F00304,2024-12-05,Dünya Gazetesi,"Doğuş Endüstri Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01643,F00304,2026-04-03,Ekonomim,"Doğuş Endüstri Ltd. Şti., 2026 yılı genel kurul toplantısını Bursa'de gerçekleştirdi.",notr
N01644,F00897,2025-03-09,Sözcü,Yıldız Endüstri A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01645,F00897,2023-02-26,Hürriyet Ekonomi,Yıldız Endüstri A.Ş. hakkında İstanbul Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01646,F01049,2022-01-09,Sözcü,"Yıldız Ticaret A.Ş., sektör raporlarında Kimya alanındaki oyunculardan biri olarak yer aldı.",notr
N01647,F00881,2025-08-30,Dünya Gazetesi,Yıldız Ticaret A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01648,F00881,2023-04-04,Bloomberg HT,"Yıldız Ticaret A.Ş. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01649,F00572,2022-10-27,Sözcü,"Nokta Makine Ltd. Şti., İzmir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01650,F00624,2022-09-08,Dünya Gazetesi,"Cevher Endüstri Ltd. Şti., Mersin'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01651,F01145,2024-05-20,Ekonomim,Kıvılcım Otomotiv Ltd. Şti. hakkında Bursa Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01652,F01031,2025-12-21,Ekonomim,"Deniz Holding A.Ş., sektör raporlarında Metal ve Makine alanındaki oyunculardan biri olarak yer aldı.",notr
N01653,F01031,2024-12-23,Dünya Gazetesi,"Deniz Holding A.Ş., 2024 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01654,F01031,2022-10-27,Hürriyet Ekonomi,"Deniz Holding A.Ş. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01655,F01146,2026-01-17,Dünya Gazetesi,"Nokta Kimya A.Ş., sektör raporlarında Tekstil alanındaki oyunculardan biri olarak yer aldı.",notr
N01656,F01146,2026-07-19,Bloomberg HT,"Nokta Kimya A.Ş., 2026 yılında Tekstil sektöründe 405 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01657,F00263,2025-07-03,Sözcü,"Bereket Gıda Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01658,F00263,2022-03-21,Hürriyet Ekonomi,"Bereket Gıda Ltd. Şti., sektör raporlarında Metal ve Makine alanındaki oyunculardan biri olarak yer aldı.",notr
N01659,F00263,2025-12-10,Hürriyet Ekonomi,Bereket Gıda Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01660,F00611,2022-04-22,Dünya Gazetesi,"Bahar Lojistik A.Ş., İzmir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01661,F00611,2025-07-19,Ekonomim,"Bahar Lojistik A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01662,F00298,2022-01-15,Dünya Gazetesi,"Ege Tarım A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01663,F00298,2022-11-05,Dünya Gazetesi,"Ege Tarım A.Ş. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01664,F00990,2025-06-22,Dünya Gazetesi,"Vadi Danışmanlık Ltd. Şti., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01665,F00415,2024-02-26,Hürriyet Ekonomi,"Vadi Yapı A.Ş. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01666,F00151,2024-09-29,Dünya Gazetesi,"Çınar Yapı A.Ş., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01667,F00946,2026-02-16,Bloomberg HT,"Bereket Endüstri A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01668,F00473,2022-12-07,Sözcü,"Aydın Gıda A.Ş., sektör raporlarında Gıda ve İçecek alanındaki oyunculardan biri olarak yer aldı.",notr
N01669,F00473,2024-09-28,Bloomberg HT,Aydın Gıda A.Ş. hakkında Adana Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01670,F00953,2025-09-10,Dünya Gazetesi,"Yıldız Yazılım Ltd. Şti., 2025 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01671,F00953,2026-05-20,Ekonomim,"Yıldız Yazılım Ltd. Şti., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01672,F00953,2024-07-12,Dünya Gazetesi,Yıldız Yazılım Ltd. Şti. hakkında İstanbul Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01673,F00988,2025-07-25,Hürriyet Ekonomi,"Çınar Lojistik A.Ş., sektör raporlarında Tarım alanındaki oyunculardan biri olarak yer aldı.",notr
N01674,F00988,2025-05-05,Ekonomim,"Çınar Lojistik A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01675,F00988,2026-03-30,Sözcü,"Çınar Lojistik A.Ş., 2026 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01676,F00779,2024-01-28,Hürriyet Ekonomi,"Mavera Yazılım Ltd. Şti., 2024 yılında Bilişim ve Yazılım sektöründe 435 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01677,F00779,2024-09-04,Bloomberg HT,"Mavera Yazılım Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01678,F00641,2025-08-29,Hürriyet Ekonomi,"Ege Metal A.Ş., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01679,F00641,2023-12-25,Dünya Gazetesi,"Ege Metal A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01680,F01190,2024-12-30,Hürriyet Ekonomi,"Anka Holding A.Ş. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01681,F01143,2024-11-13,Dünya Gazetesi,"Yıldız Enerji Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01682,F01143,2024-02-11,Sözcü,"Yıldız Enerji Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01683,F01143,2022-04-26,Hürriyet Ekonomi,"Yıldız Enerji Ltd. Şti. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01684,F00551,2026-03-07,Ekonomim,"Bahar Gıda A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01685,F00551,2024-01-03,Hürriyet Ekonomi,"Bahar Gıda A.Ş., 2024 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01686,F00640,2022-07-28,Bloomberg HT,"Doruk Gıda Ltd. Şti., 2022 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01687,F00640,2022-12-19,Ekonomim,"Doruk Gıda Ltd. Şti., 2022 yılında Otomotiv sektöründe 280 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01688,F00936,2024-01-13,Dünya Gazetesi,"Kervan Tarım Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01689,F00929,2025-11-26,Sözcü,"Sahil Turizm Ltd. Şti., Adana'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01690,F00929,2026-08-26,Bloomberg HT,"Sahil Turizm Ltd. Şti. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01691,F00489,2022-12-11,Ekonomim,"Cevher İnşaat Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01692,F00820,2023-04-27,Ekonomim,"Damla Holding A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01693,F00820,2024-10-13,Sözcü,"Damla Holding A.Ş., 2024 yılında Eğitim sektöründe 23 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01694,F00820,2023-03-05,Sözcü,"Damla Holding A.Ş., 2023 yılında Eğitim sektöründe 300 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01695,F00711,2022-10-18,Bloomberg HT,"Meridyen Kimya Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01696,F01081,2024-07-02,Sözcü,"Umut Kimya A.Ş., sektör raporlarında Tarım alanındaki oyunculardan biri olarak yer aldı.",notr
N01697,F00148,2022-03-04,Ekonomim,"Doruk Otomotiv A.Ş. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01698,F00147,2023-07-22,Hürriyet Ekonomi,"Sahil Turizm A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01699,F01175,2025-09-12,Hürriyet Ekonomi,"Deniz Sistem Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N01700,F00963,2024-12-12,Dünya Gazetesi,"Vadi Endüstri A.Ş., Antalya'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01701,F00963,2024-02-27,Dünya Gazetesi,"Vadi Endüstri A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01702,F00346,2022-12-23,Ekonomim,Ege Ticaret Ltd. Şti. hakkında İstanbul Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01703,F00403,2026-05-14,Hürriyet Ekonomi,"Toprak Holding Ltd. Şti., sektör raporlarında Tekstil alanındaki oyunculardan biri olarak yer aldı.",notr
N01704,F00403,2025-06-09,Ekonomim,"Toprak Holding Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01705,F00932,2026-05-10,Hürriyet Ekonomi,"Meridyen Grup A.Ş., 2026 yılı genel kurul toplantısını Antalya'de gerçekleştirdi.",notr
N01706,F00932,2025-05-09,Hürriyet Ekonomi,"Meridyen Grup A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01707,F00955,2024-07-16,Hürriyet Ekonomi,"Meridyen Enerji A.Ş., Antalya'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01708,F01125,2023-11-12,Ekonomim,"Anka Metal A.Ş., 2023 yılında Turizm ve Konaklama sektöründe 12 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01709,F00660,2024-06-20,Sözcü,"Ege Metal Ltd. Şti., Bursa'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01710,F00464,2022-12-10,Sözcü,Deniz Teknoloji A.Ş. hakkında Bursa Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01711,F00187,2024-09-15,Ekonomim,"Yörünge Kimya Ltd. Şti., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01712,F00609,2026-01-15,Sözcü,"Yıldız Teknoloji A.Ş., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01713,F00144,2024-10-30,Sözcü,"Kıvılcım Gıda A.Ş., 2024 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N01714,F00752,2025-02-04,Bloomberg HT,"Aydın Turizm A.Ş., 2025 yılında Metal ve Makine sektöründe 109 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01715,F00982,2023-01-30,Hürriyet Ekonomi,"Pusula Yazılım A.Ş. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01716,F00982,2024-12-17,Hürriyet Ekonomi,"Pusula Yazılım A.Ş. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01717,F00198,2025-02-12,Ekonomim,"Bahar Enerji Ltd. Şti., sektör raporlarında Kimya alanındaki oyunculardan biri olarak yer aldı.",notr
N01718,F00884,2025-07-07,Dünya Gazetesi,"Erguvan Tarım A.Ş., 2025 yılında Bilişim ve Yazılım sektöründe 424 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01719,F00884,2025-12-14,Dünya Gazetesi,"Erguvan Tarım A.Ş. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01720,F00280,2024-04-02,Dünya Gazetesi,"Zirve Turizm Ltd. Şti., 2024 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01721,F00280,2025-03-17,Dünya Gazetesi,"Zirve Turizm Ltd. Şti., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01722,F00294,2024-10-10,Sözcü,"Yıldız Teknoloji Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01723,F00294,2023-09-14,Hürriyet Ekonomi,"Yıldız Teknoloji Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01724,F00294,2022-08-09,Sözcü,"Yıldız Teknoloji Ltd. Şti. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01725,F01089,2024-10-29,Sözcü,"Kıvılcım Otomotiv A.Ş. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01726,F01089,2025-07-22,Ekonomim,"Kıvılcım Otomotiv A.Ş. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01727,F00401,2026-04-23,Sözcü,"Nokta Endüstri A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01728,F00401,2025-10-16,Dünya Gazetesi,"Nokta Endüstri A.Ş., sektör raporlarında İnşaat alanındaki oyunculardan biri olarak yer aldı.",notr
N01729,F00123,2026-07-14,Hürriyet Ekonomi,"Erguvan Lojistik Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01730,F00203,2026-01-29,Bloomberg HT,"Yörünge Metal A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01731,F00836,2024-12-25,Bloomberg HT,"Deniz Gıda Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01732,F00836,2023-11-30,Sözcü,"Deniz Gıda Ltd. Şti., sektör raporlarında Enerji alanındaki oyunculardan biri olarak yer aldı.",notr
N01733,F00247,2023-03-11,Sözcü,"Erguvan Enerji Ltd. Şti., 2023 yılında Finans ve Sigorta sektöründe 212 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01734,F00247,2023-06-03,Bloomberg HT,"Erguvan Enerji Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01735,F01140,2023-08-14,Ekonomim,"Rüzgar Gıda A.Ş., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01736,F01140,2025-10-23,Hürriyet Ekonomi,"Rüzgar Gıda A.Ş., 2025 yılında İnşaat sektöründe 134 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01737,F00385,2025-04-03,Bloomberg HT,"Berrak Kimya A.Ş., 2025 yılı genel kurul toplantısını Konya'de gerçekleştirdi.",notr
N01738,F00385,2024-09-26,Sözcü,"Berrak Kimya A.Ş., Konya'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01739,F00855,2026-07-14,Ekonomim,"Kervan Metal A.Ş., 2026 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01740,F00855,2024-02-11,Dünya Gazetesi,Kervan Metal A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01741,F00220,2026-01-17,Hürriyet Ekonomi,"Erguvan Yapı Ltd. Şti., sektör raporlarında Bilişim ve Yazılım alanındaki oyunculardan biri olarak yer aldı.",notr
N01742,F00220,2025-08-03,Sözcü,"Erguvan Yapı Ltd. Şti., 2025 yılı genel kurul toplantısını Eskişehir'de gerçekleştirdi.",notr
N01743,F00220,2025-01-15,Ekonomim,Erguvan Yapı Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01744,F00642,2024-01-02,Ekonomim,"Anka Endüstri Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01745,F00642,2022-05-11,Ekonomim,"Anka Endüstri Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N01746,F00002,2024-07-02,Dünya Gazetesi,Anka Yazılım A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01747,F00002,2026-01-03,Bloomberg HT,"Anka Yazılım A.Ş. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01748,F00002,2025-06-13,Ekonomim,"Anka Yazılım A.Ş., 2025 yılında Sağlık sektöründe 277 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N01749,F00113,2022-09-14,Ekonomim,"Sahil Turizm Ltd. Şti., sektör raporlarında Sağlık alanındaki oyunculardan biri olarak yer aldı.",notr
N01750,F00113,2026-01-27,Sözcü,"Sahil Turizm Ltd. Şti., sektör raporlarında Sağlık alanındaki oyunculardan biri olarak yer aldı.",notr
N01751,F00699,2025-10-18,Hürriyet Ekonomi,"Toprak İnşaat Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N01752,F00699,2022-09-25,Dünya Gazetesi,"Toprak İnşaat Ltd. Şti. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N01753,F00952,2024-06-05,Dünya Gazetesi,Vadi Lojistik A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N01754,F00952,2026-03-26,Dünya Gazetesi,"Vadi Lojistik A.Ş., Antalya'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N01755,F00952,2026-01-13,Bloomberg HT,Vadi Lojistik A.Ş. hakkında Antalya Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N01756,F01079,2025-05-13,Hürriyet Ekonomi,"Umut Danışmanlık A.Ş., 2025 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N01757,F01079,2023-11-28,Ekonomim,"Umut Danışmanlık A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
